[2025-08-01 17:34:25.407] [INFO] app.log file deleted successfully
[2025-08-01 17:34:25.407] [INFO] Trade counter reset successfully
[2025-08-01 17:34:25.407] [INFO] Initialized 6 symbols in database
[2025-08-01 17:34:27.632] [DEBUG] A key detected and service is enabled
[2025-08-01 17:34:27.632] [DEBUG] A key pressed - starting inclined pattern capture
[2025-08-01 17:34:27.633] [DEBUG] SimpleTradingOverlay.OnAKeyPressed() called
[2025-08-01 17:34:27.633] [INFO] A key pressed - starting inclined trading pattern creation
[2025-08-01 17:34:27.633] [INFO] Started inclined trading pattern creation for window 852876 (symbol: XAUUSD)
[2025-08-01 17:34:27.850] [INFO] First click recorded at (1609, 401)
[2025-08-01 17:34:28.434] [INFO] Second click recorded at (1687, 338)
[2025-08-01 17:34:28.435] [INFO] Current window handle: 852876
[2025-08-01 17:34:28.435] [INFO] Window rect: Left=0, Top=0, Right=1920, Bottom=1039
[2025-08-01 17:47:22.539] [DEBUG] RectangleBreakDetector: Column X=24: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.539] [DEBUG] RectangleBreakDetector: Column X=23: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.540] [DEBUG] RectangleBreakDetector: Column X=22: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.540] [DEBUG] RectangleBreakDetector: Column X=21: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.540] [DEBUG] RectangleBreakDetector: Column X=20: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.541] [DEBUG] RectangleBreakDetector: Column X=19: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.541] [DEBUG] RectangleBreakDetector: Column X=18: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.541] [DEBUG] RectangleBreakDetector: Column X=17: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.541] [DEBUG] RectangleBreakDetector: Column X=16: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.541] [DEBUG] RectangleBreakDetector: Column X=15: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.542] [DEBUG] RectangleBreakDetector: Column X=14: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.542] [DEBUG] RectangleBreakDetector: Column X=13: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.542] [DEBUG] RectangleBreakDetector: Column X=12: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.542] [DEBUG] RectangleBreakDetector: Column X=11: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.542] [DEBUG] RectangleBreakDetector: Column X=10: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.543] [DEBUG] RectangleBreakDetector: Column X=9: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.543] [DEBUG] RectangleBreakDetector: Column X=8: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.543] [DEBUG] RectangleBreakDetector: Column X=7: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.543] [DEBUG] RectangleBreakDetector: Column X=6: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.543] [DEBUG] RectangleBreakDetector: Column X=5: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [DEBUG] RectangleBreakDetector: Column X=4: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [DEBUG] RectangleBreakDetector: Column X=3: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [DEBUG] RectangleBreakDetector: Column X=2: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [DEBUG] RectangleBreakDetector: Column X=1: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [DEBUG] RectangleBreakDetector: Column X=0: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:22.544] [WARNING] RectangleBreakDetector: No vertical line found with current parameters
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Primary method failed, trying alternative for capture ID=20250801174322334
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Using alternative method to find vertical line
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Alternative - Column X=148: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Alternative - Column X=147: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Alternative - Column X=146: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.545] [DEBUG] RectangleBreakDetector: Alternative - Column X=145: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.546] [DEBUG] RectangleBreakDetector: Alternative - Column X=144: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.546] [DEBUG] RectangleBreakDetector: Alternative - Column X=143: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.546] [DEBUG] RectangleBreakDetector: Alternative - Column X=142: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.546] [DEBUG] RectangleBreakDetector: Alternative - Column X=141: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.547] [DEBUG] RectangleBreakDetector: Alternative - Column X=140: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.547] [DEBUG] RectangleBreakDetector: Alternative - Column X=139: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.547] [DEBUG] RectangleBreakDetector: Alternative - Column X=138: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.547] [DEBUG] RectangleBreakDetector: Alternative - Column X=137: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.547] [DEBUG] RectangleBreakDetector: Alternative - Column X=136: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.548] [DEBUG] RectangleBreakDetector: Alternative - Column X=135: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.548] [DEBUG] RectangleBreakDetector: Alternative - Column X=134: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.548] [DEBUG] RectangleBreakDetector: Alternative - Column X=133: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.548] [DEBUG] RectangleBreakDetector: Alternative - Column X=132: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.548] [DEBUG] RectangleBreakDetector: Alternative - Column X=131: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=130: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=129: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=128: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=127: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=126: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.549] [DEBUG] RectangleBreakDetector: Alternative - Column X=125: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.550] [DEBUG] RectangleBreakDetector: Alternative - Column X=124: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.550] [DEBUG] RectangleBreakDetector: Alternative - Column X=123: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.550] [DEBUG] RectangleBreakDetector: Alternative - Column X=122: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.550] [DEBUG] RectangleBreakDetector: Alternative - Column X=121: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.550] [DEBUG] RectangleBreakDetector: Alternative - Column X=120: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=119: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=118: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=117: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=116: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=115: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.551] [DEBUG] RectangleBreakDetector: Alternative - Column X=114: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.552] [DEBUG] RectangleBreakDetector: Alternative - Column X=113: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.552] [DEBUG] RectangleBreakDetector: Alternative - Column X=112: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.552] [DEBUG] RectangleBreakDetector: Alternative - Column X=111: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.552] [DEBUG] RectangleBreakDetector: Alternative - Column X=110: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.552] [DEBUG] RectangleBreakDetector: Alternative - Column X=109: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=108: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=107: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=106: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=105: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=104: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=103: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.553] [DEBUG] RectangleBreakDetector: Alternative - Column X=102: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.554] [DEBUG] RectangleBreakDetector: Alternative - Column X=101: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.554] [DEBUG] RectangleBreakDetector: Alternative - Column X=100: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.554] [DEBUG] RectangleBreakDetector: Alternative - Column X=99: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.554] [DEBUG] RectangleBreakDetector: Alternative - Column X=98: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.554] [DEBUG] RectangleBreakDetector: Alternative - Column X=97: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=96: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=95: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=94: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=93: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=92: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.555] [DEBUG] RectangleBreakDetector: Alternative - Column X=91: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.556] [DEBUG] RectangleBreakDetector: Alternative - Column X=90: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.556] [DEBUG] RectangleBreakDetector: Alternative - Column X=89: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.556] [DEBUG] RectangleBreakDetector: Alternative - Column X=88: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.556] [DEBUG] RectangleBreakDetector: Alternative - Column X=87: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.556] [DEBUG] RectangleBreakDetector: Alternative - Column X=86: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.557] [DEBUG] RectangleBreakDetector: Alternative - Column X=85: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.557] [DEBUG] RectangleBreakDetector: Alternative - Column X=84: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.557] [DEBUG] RectangleBreakDetector: Alternative - Column X=83: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.557] [DEBUG] RectangleBreakDetector: Alternative - Column X=82: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.557] [DEBUG] RectangleBreakDetector: Alternative - Column X=81: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=80: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=79: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=78: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=77: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=76: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.558] [DEBUG] RectangleBreakDetector: Alternative - Column X=75: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.559] [DEBUG] RectangleBreakDetector: Alternative - Column X=74: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.559] [DEBUG] RectangleBreakDetector: Alternative - Column X=73: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.559] [DEBUG] RectangleBreakDetector: Alternative - Column X=72: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.559] [DEBUG] RectangleBreakDetector: Alternative - Column X=71: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.559] [DEBUG] RectangleBreakDetector: Alternative - Column X=70: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.560] [DEBUG] RectangleBreakDetector: Alternative - Column X=69: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.560] [DEBUG] RectangleBreakDetector: Alternative - Column X=68: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.560] [DEBUG] RectangleBreakDetector: Alternative - Column X=67: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.560] [DEBUG] RectangleBreakDetector: Alternative - Column X=66: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.560] [DEBUG] RectangleBreakDetector: Alternative - Column X=65: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=64: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=63: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=62: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=61: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=60: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.561] [DEBUG] RectangleBreakDetector: Alternative - Column X=59: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=58: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=57: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=56: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=55: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=54: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.562] [DEBUG] RectangleBreakDetector: Alternative - Column X=53: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=52: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=51: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=50: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=49: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=48: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.563] [DEBUG] RectangleBreakDetector: Alternative - Column X=47: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.564] [DEBUG] RectangleBreakDetector: Alternative - Column X=46: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.564] [DEBUG] RectangleBreakDetector: Alternative - Column X=45: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.564] [DEBUG] RectangleBreakDetector: Alternative - Column X=44: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.564] [DEBUG] RectangleBreakDetector: Alternative - Column X=43: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.565] [DEBUG] RectangleBreakDetector: Alternative - Column X=42: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.565] [DEBUG] RectangleBreakDetector: Alternative - Column X=41: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.565] [DEBUG] RectangleBreakDetector: Alternative - Column X=40: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.565] [DEBUG] RectangleBreakDetector: Alternative - Column X=39: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.565] [DEBUG] RectangleBreakDetector: Alternative - Column X=38: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=37: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=36: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=35: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=34: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=33: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.566] [DEBUG] RectangleBreakDetector: Alternative - Column X=32: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=31: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=30: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=29: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=28: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=27: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.567] [DEBUG] RectangleBreakDetector: Alternative - Column X=26: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.568] [DEBUG] RectangleBreakDetector: Alternative - Column X=25: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.568] [DEBUG] RectangleBreakDetector: Alternative - Column X=24: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.568] [DEBUG] RectangleBreakDetector: Alternative - Column X=23: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.568] [DEBUG] RectangleBreakDetector: Alternative - Column X=22: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.568] [DEBUG] RectangleBreakDetector: Alternative - Column X=21: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=20: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=19: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=18: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=17: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=16: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.569] [DEBUG] RectangleBreakDetector: Alternative - Column X=15: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=14: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=13: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=12: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=11: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=10: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.570] [DEBUG] RectangleBreakDetector: Alternative - Column X=9: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.571] [DEBUG] RectangleBreakDetector: Alternative - Column X=8: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.571] [DEBUG] RectangleBreakDetector: Alternative - Column X=7: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.571] [DEBUG] RectangleBreakDetector: Alternative - Column X=6: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.571] [DEBUG] RectangleBreakDetector: Alternative - Column X=5: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.571] [DEBUG] RectangleBreakDetector: Alternative - Column X=4: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.572] [DEBUG] RectangleBreakDetector: Alternative - Column X=3: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.572] [DEBUG] RectangleBreakDetector: Alternative - Column X=2: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.572] [DEBUG] RectangleBreakDetector: Alternative - Column X=1: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.572] [DEBUG] RectangleBreakDetector: Alternative - Column X=0: whitePixels=0, whiteSegments=0
[2025-08-01 17:47:22.572] [WARNING] RectangleBreakDetector: Alternative method also failed to find vertical line
[2025-08-01 17:47:22.572] [DEBUG] RectangleBreakDetector: Both methods failed to find right vertical line for capture ID=20250801174322334
[2025-08-01 17:47:22.572] [INFO] CaptureTrackingService: [C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801174322334\tracking.png] Rectangle detected, breakout NOT found.
[2025-08-01 17:47:22.573] [DEBUG] CaptureTrackingService: RectangleBreakDetector result for C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801174322334\tracking.png: NoBreakout
[2025-08-01 17:47:22.574] [DEBUG] CaptureTrackingService: Обработка capture ID=20250801174524132, Handle=852876, X=1478, Y=399, W=95, H=108
[2025-08-01 17:47:22.584] [DEBUG] TrendlineBreakDetector: Start DetectBreakoutOHLC, bitmap size: 95x108
[2025-08-01 17:47:22.588] [DEBUG] TrendlineBreakDetector: Found 138 white pixels
[2025-08-01 17:47:22.588] [DEBUG] TrendlineBreakDetector: Found 1 clusters
[2025-08-01 17:47:22.588] [DEBUG] Cluster: size=138, len=79,9, center=(27,5,58,0), score=0,249
[2025-08-01 17:47:22.589] [DEBUG] TrendlineBreakDetector: Selected white line from (0,87) to (55,29)
[2025-08-01 17:47:22.589] [DEBUG] TrendlineBreakDetector: Trendline direction: Upward (SELL), searching for SELL breakout
[2025-08-01 17:47:22.629] [INFO] TrendlineBreakDetector: Trendline detected, breakout NOT found. Type: SELL
[2025-08-01 17:47:22.630] [INFO] CaptureTrackingService: [C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801174524132\tracking.png] Trendline detected, breakout NOT found.
[2025-08-01 17:47:22.630] [DEBUG] CaptureTrackingService: TrendlineBreakDetector result for C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\CAPTURES\20250801174524132\tracking.png: NoBreakout
[2025-08-01 17:47:22.879] [INFO] Received from MT4 socket: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":3.28000000,"percent":0.41000000,"lots":0.04000000,"profit_points":82}},"total_balance":807.84000000}

[2025-08-01 17:47:22.879] [INFO] MT4 Socket: Processing orders_summary event
[2025-08-01 17:47:22.881] [INFO] Found matching symbol: XAUUSD matches XAUUSD.s
[2025-08-01 17:47:22.889] [INFO] OrderSummary panel shown for symbol: XAUUSD.s, Lots: 0,04, Percent: 0,41, Points: 82
[2025-08-01 17:47:22.889] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.889] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.890] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.890] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.890] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.890] [INFO] OrderSummary panel hidden
[2025-08-01 17:47:22.890] [DEBUG] MT4: {"event":"orders_summary","symbols":{"XAUUSD.s":{"profit":3.28000000,"percent":0.41000000,"lots":0.04000000,"profit_points":82}},"total_balance":807.84000000}

[2025-08-01 17:47:23.639] [INFO] CaptureTrackingService: Папка трекинга очищена: C:\apps\jforex-trading-terminal-win10\bin\Debug\net6.0-windows\Tracking\captures
[2025-08-01 17:47:23.639] [DEBUG] CaptureTrackingService: Обработка capture ID=20250801174322334, Handle=3671812, X=1499, Y=617, W=149, H=135
[2025-08-01 17:47:23.650] [DEBUG] CaptureTrackingService: Processing OHLC_rectangle capture ID=20250801174322334, Meta length=22
[2025-08-01 17:47:23.650] [DEBUG] RectangleBreakDetector: Starting breakout detection for capture ID=20250801174322334, Direction=Down
[2025-08-01 17:47:23.651] [DEBUG] RectangleBreakDetector: Searching for vertical line with minWhitePixels=22, minConsecutive=13
[2025-08-01 17:47:23.651] [DEBUG] RectangleBreakDetector: Column X=148: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.651] [DEBUG] RectangleBreakDetector: Column X=147: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.651] [DEBUG] RectangleBreakDetector: Column X=146: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.652] [DEBUG] RectangleBreakDetector: Column X=145: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.652] [DEBUG] RectangleBreakDetector: Column X=144: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.652] [DEBUG] RectangleBreakDetector: Column X=143: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.652] [DEBUG] RectangleBreakDetector: Column X=142: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.652] [DEBUG] RectangleBreakDetector: Column X=141: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.653] [DEBUG] RectangleBreakDetector: Column X=140: whitePixels=0, maxConsecutive=0, gaps=0
[2025-08-01 17:47:23.653] [DEBUG] RectangleBreakDetector: Column X=139: whitePixels=0, maxConsecutive=0, gaps=0
