[2025-08-01 17:34:25.407] [INFO] app.log file deleted successfully
[2025-08-01 17:34:25.407] [INFO] Trade counter reset successfully
[2025-08-01 17:34:25.407] [INFO] Initialized 6 symbols in database
[2025-08-01 17:34:27.632] [DEBUG] A key detected and service is enabled
[2025-08-01 17:34:27.632] [DEBUG] A key pressed - starting inclined pattern capture
[2025-08-01 17:34:27.633] [DEBUG] SimpleTradingOverlay.OnAKeyPressed() called
[2025-08-01 17:34:27.633] [INFO] A key pressed - starting inclined trading pattern creation
[2025-08-01 17:34:27.633] [INFO] Started inclined trading pattern creation for window 852876 (symbol: XAUUSD)
[2025-08-01 17:34:27.850] [INFO] First click recorded at (1609, 401)
[2025-08-01 17:34:28.434] [INFO] Second click recorded at (1687, 338)
[2025-08-01 17:34:28.435] [INFO] Current window handle: 852876
[2025-08-01 17:34:28.435] [INFO] Window rect: Left=0, Top=0, Right=1920, Bottom=1039
[2025-08-01 17:43:51.875] [DEBUG] RectangleBreakDetector: Column X=63: whitePixels=5, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.875] [DEBUG] RectangleBreakDetector: Column X=62: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=61: whitePixels=5, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=60: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=59: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=58: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=57: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.876] [DEBUG] RectangleBreakDetector: Column X=56: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=55: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=54: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=53: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=52: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=51: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=50: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.877] [DEBUG] RectangleBreakDetector: Column X=49: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.878] [DEBUG] RectangleBreakDetector: Column X=48: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.878] [DEBUG] RectangleBreakDetector: Column X=47: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.878] [DEBUG] RectangleBreakDetector: Column X=46: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.878] [DEBUG] RectangleBreakDetector: Column X=45: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.878] [DEBUG] RectangleBreakDetector: Column X=44: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=43: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=42: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=41: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=40: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=39: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.879] [DEBUG] RectangleBreakDetector: Column X=38: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=37: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=36: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=35: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=34: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=33: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.880] [DEBUG] RectangleBreakDetector: Column X=32: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=31: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=30: whitePixels=2, maxConsecutive=1, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=29: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=28: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=27: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.881] [DEBUG] RectangleBreakDetector: Column X=26: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.882] [DEBUG] RectangleBreakDetector: Column X=25: whitePixels=4, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.882] [DEBUG] RectangleBreakDetector: Column X=24: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.882] [DEBUG] RectangleBreakDetector: Column X=23: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.882] [DEBUG] RectangleBreakDetector: Column X=22: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.882] [DEBUG] RectangleBreakDetector: Column X=21: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.883] [DEBUG] RectangleBreakDetector: Column X=20: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.883] [DEBUG] RectangleBreakDetector: Column X=19: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.883] [DEBUG] RectangleBreakDetector: Column X=18: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.883] [DEBUG] RectangleBreakDetector: Column X=17: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.883] [DEBUG] RectangleBreakDetector: Column X=16: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.884] [DEBUG] RectangleBreakDetector: Column X=15: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.884] [DEBUG] RectangleBreakDetector: Column X=14: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.884] [DEBUG] RectangleBreakDetector: Column X=13: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.884] [DEBUG] RectangleBreakDetector: Column X=12: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.884] [DEBUG] RectangleBreakDetector: Column X=11: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.885] [DEBUG] RectangleBreakDetector: Column X=10: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.885] [DEBUG] RectangleBreakDetector: Column X=9: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.885] [DEBUG] RectangleBreakDetector: Column X=8: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.885] [DEBUG] RectangleBreakDetector: Column X=7: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.885] [DEBUG] RectangleBreakDetector: Column X=6: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.886] [DEBUG] RectangleBreakDetector: Column X=5: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.886] [DEBUG] RectangleBreakDetector: Column X=4: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.886] [DEBUG] RectangleBreakDetector: Column X=3: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.886] [DEBUG] RectangleBreakDetector: Column X=2: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.887] [DEBUG] RectangleBreakDetector: Column X=1: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.887] [DEBUG] RectangleBreakDetector: Column X=0: whitePixels=6, maxConsecutive=3, gaps=2
[2025-08-01 17:43:51.887] [WARNING] RectangleBreakDetector: No vertical line found with current parameters
[2025-08-01 17:43:51.887] [DEBUG] RectangleBreakDetector: Primary method failed, trying alternative for capture ID=20250801174322334
[2025-08-01 17:43:51.887] [DEBUG] RectangleBreakDetector: Using alternative method to find vertical line
[2025-08-01 17:43:51.887] [DEBUG] RectangleBreakDetector: Alternative - Column X=148: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=147: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=146: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=145: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=144: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=143: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.888] [DEBUG] RectangleBreakDetector: Alternative - Column X=142: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.889] [DEBUG] RectangleBreakDetector: Alternative - Column X=141: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.889] [DEBUG] RectangleBreakDetector: Alternative - Column X=140: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.889] [DEBUG] RectangleBreakDetector: Alternative - Column X=139: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.889] [DEBUG] RectangleBreakDetector: Alternative - Column X=138: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.889] [DEBUG] RectangleBreakDetector: Alternative - Column X=137: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.890] [DEBUG] RectangleBreakDetector: Alternative - Column X=136: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.890] [DEBUG] RectangleBreakDetector: Alternative - Column X=135: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.890] [DEBUG] RectangleBreakDetector: Alternative - Column X=134: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.890] [DEBUG] RectangleBreakDetector: Alternative - Column X=133: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.890] [DEBUG] RectangleBreakDetector: Alternative - Column X=132: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=131: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=130: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=129: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=128: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=127: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.891] [DEBUG] RectangleBreakDetector: Alternative - Column X=126: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=125: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=124: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=123: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=122: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=121: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.892] [DEBUG] RectangleBreakDetector: Alternative - Column X=120: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=119: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=118: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=117: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=116: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=115: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.893] [DEBUG] RectangleBreakDetector: Alternative - Column X=114: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.894] [DEBUG] RectangleBreakDetector: Alternative - Column X=113: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.894] [DEBUG] RectangleBreakDetector: Alternative - Column X=112: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.894] [DEBUG] RectangleBreakDetector: Alternative - Column X=111: whitePixels=0, whiteSegments=0
[2025-08-01 17:43:51.894] [DEBUG] RectangleBreakDetector: Alternative - Column X=110: whitePixels=14, whiteSegments=1
[2025-08-01 17:43:51.894] [DEBUG] RectangleBreakDetector: Alternative - Column X=109: whitePixels=16, whiteSegments=1
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=108: whitePixels=18, whiteSegments=1
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=107: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=106: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=105: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=104: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.895] [DEBUG] RectangleBreakDetector: Alternative - Column X=103: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.896] [DEBUG] RectangleBreakDetector: Alternative - Column X=102: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.896] [DEBUG] RectangleBreakDetector: Alternative - Column X=101: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.896] [DEBUG] RectangleBreakDetector: Alternative - Column X=100: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.896] [DEBUG] RectangleBreakDetector: Alternative - Column X=99: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.896] [DEBUG] RectangleBreakDetector: Alternative - Column X=98: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.897] [DEBUG] RectangleBreakDetector: Alternative - Column X=97: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.897] [DEBUG] RectangleBreakDetector: Alternative - Column X=96: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.897] [DEBUG] RectangleBreakDetector: Alternative - Column X=95: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.897] [DEBUG] RectangleBreakDetector: Alternative - Column X=94: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=93: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=92: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=91: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=90: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=89: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.898] [DEBUG] RectangleBreakDetector: Alternative - Column X=88: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.899] [DEBUG] RectangleBreakDetector: Alternative - Column X=87: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.899] [DEBUG] RectangleBreakDetector: Alternative - Column X=86: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.899] [DEBUG] RectangleBreakDetector: Alternative - Column X=85: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.899] [DEBUG] RectangleBreakDetector: Alternative - Column X=84: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.899] [DEBUG] RectangleBreakDetector: Alternative - Column X=83: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.900] [DEBUG] RectangleBreakDetector: Alternative - Column X=82: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.900] [DEBUG] RectangleBreakDetector: Alternative - Column X=81: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.900] [DEBUG] RectangleBreakDetector: Alternative - Column X=80: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.900] [DEBUG] RectangleBreakDetector: Alternative - Column X=79: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.900] [DEBUG] RectangleBreakDetector: Alternative - Column X=78: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.901] [DEBUG] RectangleBreakDetector: Alternative - Column X=77: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.901] [DEBUG] RectangleBreakDetector: Alternative - Column X=76: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.901] [DEBUG] RectangleBreakDetector: Alternative - Column X=75: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.901] [DEBUG] RectangleBreakDetector: Alternative - Column X=74: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.901] [DEBUG] RectangleBreakDetector: Alternative - Column X=73: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=72: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=71: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=70: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=69: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=68: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.902] [DEBUG] RectangleBreakDetector: Alternative - Column X=67: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=66: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=65: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=64: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=63: whitePixels=5, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=62: whitePixels=4, whiteSegments=2
[2025-08-01 17:43:51.903] [DEBUG] RectangleBreakDetector: Alternative - Column X=61: whitePixels=5, whiteSegments=2
[2025-08-01 17:43:51.904] [DEBUG] RectangleBreakDetector: Alternative - Column X=60: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.904] [DEBUG] RectangleBreakDetector: Alternative - Column X=59: whitePixels=4, whiteSegments=2
[2025-08-01 17:43:51.904] [DEBUG] RectangleBreakDetector: Alternative - Column X=58: whitePixels=4, whiteSegments=2
[2025-08-01 17:43:51.904] [DEBUG] RectangleBreakDetector: Alternative - Column X=57: whitePixels=4, whiteSegments=2
[2025-08-01 17:43:51.904] [DEBUG] RectangleBreakDetector: Alternative - Column X=56: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.905] [DEBUG] RectangleBreakDetector: Alternative - Column X=55: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.905] [DEBUG] RectangleBreakDetector: Alternative - Column X=54: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.905] [DEBUG] RectangleBreakDetector: Alternative - Column X=53: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.905] [DEBUG] RectangleBreakDetector: Alternative - Column X=52: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.905] [DEBUG] RectangleBreakDetector: Alternative - Column X=51: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=50: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=49: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=48: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=47: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=46: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.906] [DEBUG] RectangleBreakDetector: Alternative - Column X=45: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.907] [DEBUG] RectangleBreakDetector: Alternative - Column X=44: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.907] [DEBUG] RectangleBreakDetector: Alternative - Column X=43: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.907] [DEBUG] RectangleBreakDetector: Alternative - Column X=42: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.907] [DEBUG] RectangleBreakDetector: Alternative - Column X=41: whitePixels=2, whiteSegments=2
[2025-08-01 17:43:51.907] [DEBUG] RectangleBreakDetector: Alternative - Column X=40: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.908] [DEBUG] RectangleBreakDetector: Alternative - Column X=39: whitePixels=6, whiteSegments=2
[2025-08-01 17:43:51.908] [DEBUG] RectangleBreakDetector: Alternative - Column X=38: whitePixels=6, whiteSegments=2
